90 90
25 82 4
25 83 4
25 84 4
25 85 4
25 86 4
25 87 4
25 88 4
25 89 4
26 0 4
26 1 4
26 2 4
26 3 4
26 4 4
26 5 4
26 6 4
26 7 4
26 8 5
26 9 5
26 10 5
26 11 5
26 12 5
26 13 5
26 14 5
26 15 5
26 16 8
26 17 8
26 18 8
26 19 8
26 20 8
26 21 8
26 22 8
26 23 8
26 24 8
26 25 8
26 26 8
26 27 8
26 28 8
26 29 8
26 30 8
26 31 8
26 32 8
26 33 8
26 34 8
26 35 8
26 36 8
26 37 8
26 38 6
26 39 6
26 40 6
26 41 6
26 42 6
26 43 6
26 44 6
26 45 6
26 46 6
26 47 6
26 48 6
26 49 6
26 50 6
26 51 6
26 52 6
26 53 6
26 54 6
26 55 6
26 56 6
26 57 6
26 58 6
26 59 6
26 60 6
26 61 6
26 62 7
26 63 7
26 64 7
26 65 7
26 66 7
26 67 7
26 68 7
26 69 7
26 70 7
26 71 7
26 72 7
26 73 4
26 74 4
26 75 4
26 76 4
26 77 4
26 78 4
26 79 4
26 80 4
26 81 4
26 82 4
26 83 4
26 84 4
26 85 4
26 86 4
26 87 4
26 88 4
26 89 4
27 0 4
27 1 4
27 2 4
27 3 4
27 4 4
27 5 4
27 6 4
27 7 4
27 8 4
27 9 5
27 10 5
27 11 5
27 12 5
27 13 5
27 14 5
27 15 8
27 16 8
27 17 8
27 18 8
27 19 8
27 20 8
27 21 8
27 22 8
27 23 8
27 24 8
27 25 8
27 26 8
27 27 8
27 28 8
27 29 8
27 30 8
27 31 8
27 32 8
27 33 8
27 34 8
27 35 8
27 36 8
27 37 8
27 38 6
27 39 6
27 40 6
27 41 6
27 42 6
27 43 6
27 44 6
27 45 6
27 46 6
27 47 6
27 48 6
27 49 6
27 50 6
27 51 6
27 52 6
27 53 6
27 54 6
27 55 6
27 56 6
27 57 6
27 58 6
27 59 6
27 60 6
27 61 6
27 62 6
27 63 7
27 64 7
27 65 7
27 66 7
27 67 7
27 68 7
27 69 7
27 70 7
27 71 7
27 72 4
27 73 4
27 74 4
27 75 4
27 76 4
27 77 4
27 78 4
27 79 4
27 80 4
27 81 4
27 82 4
27 83 4
27 84 4
27 85 4
27 86 4
27 87 4
27 88 4
27 89 4
28 0 4
28 1 4
28 2 4
28 3 4
28 4 4
28 5 4
28 6 4
28 7 4
28 8 4
28 9 5
28 10 5
28 11 5
28 12 5
28 13 5
28 14 8
28 15 8
28 16 8
28 17 8
28 18 8
28 19 8
28 20 8
28 21 8
28 22 8
28 23 8
28 24 8
28 25 8
28 26 8
28 27 8
28 28 8
28 29 8
28 30 8
28 31 8
28 32 8
28 33 8
28 34 8
28 35 8
28 36 8
28 37 8
28 38 6
28 39 6
28 40 6
28 41 6
28 42 6
28 43 6
28 44 6
28 45 6
28 46 6
28 47 6
28 48 6
28 49 6
28 50 6
28 51 6
28 52 6
28 53 6
28 54 6
28 55 6
28 56 6
28 57 6
28 58 6
28 59 6
28 60 6
28 61 6
28 62 6
28 63 6
28 64 7
28 65 7
28 66 7
28 67 7
28 68 7
28 69 7
28 70 7
28 71 4
28 72 4
28 73 4
28 74 4
28 75 4
28 76 4
28 77 4
28 78 4
28 79 4
28 80 4
28 81 4
28 82 4
28 83 4
28 84 4
28 85 4
28 86 4
28 87 4
28 88 4
28 89 4
29 0 4
29 1 4
29 2 4
29 3 4
29 4 4
29 5 4
29 6 4
29 7 4
29 8 4
29 9 5
29 10 5
29 11 5
29 12 5
29 13 8
29 14 8
29 15 8
29 16 8
29 17 8
29 18 8
29 19 8
29 20 8
29 21 8
29 22 8
29 23 8
29 24 8
29 25 8
29 26 8
29 27 8
29 28 8
29 29 8
29 30 8
29 31 8
29 32 8
29 33 8
29 34 8
29 35 8
29 36 8
29 37 8
29 38 6
29 39 6
29 40 6
29 41 6
29 42 6
29 43 6
29 44 6
29 45 6
29 46 6
29 47 6
29 48 6
29 49 6
29 50 6
29 51 6
29 52 6
29 53 6
29 54 6
29 55 6
29 56 6
29 57 6
29 58 6
29 59 6
29 60 6
29 61 6
29 62 6
29 63 6
29 64 6
29 65 7
29 66 7
29 67 7
29 68 7
29 69 7
29 70 4
29 71 4
29 72 4
29 73 4
29 74 4
29 75 4
29 76 4
29 77 4
29 78 4
29 79 4
29 80 4
29 81 4
29 82 4
29 83 4
29 84 4
29 85 4
29 86 4
29 87 4
29 88 4
29 89 4
30 0 4
30 1 4
30 2 4
30 3 4
30 4 4
30 5 4
30 6 4
30 7 4
30 8 10
30 9 10
30 10 10
30 11 10
30 12 8
30 13 8
30 14 8
30 15 8
30 16 8
30 17 8
30 18 8
30 19 8
30 20 8
30 21 8
30 22 8
30 23 8
30 24 8
30 25 8
30 26 8
30 27 8
30 28 8
30 29 8
30 30 8
30 31 8
30 32 8
30 33 8
30 34 8
30 35 8
30 36 8
30 37 8
30 38 6
30 39 6
30 40 6
30 41 6
30 42 6
30 43 6
30 44 6
30 45 6
30 46 6
30 47 6
30 48 6
30 49 6
30 50 6
30 51 6
30 52 6
30 53 6
30 54 6
30 55 6
30 56 6
30 57 6
30 58 6
30 59 6
30 60 6
30 61 6
30 62 6
30 63 6
30 64 6
30 65 6
30 66 7
30 67 7
30 68 7
30 69 4
30 70 4
30 71 4
30 72 4
30 73 4
30 74 4
30 75 4
30 76 4
30 77 4
30 78 4
30 79 4
30 80 4
30 81 4
30 82 4
30 83 4
30 84 4
30 85 4
30 86 4
30 87 4
30 88 4
30 89 4
31 0 4
31 1 4
31 2 4
31 3 4
31 4 4
31 5 4
31 6 4
31 7 10
31 8 10
31 9 10
31 10 10
31 11 10
31 12 10
31 13 8
31 14 8
31 15 8
31 16 8
31 17 8
31 18 8
31 19 8
31 20 8
31 21 8
31 22 8
31 23 8
31 24 8
31 25 8
31 26 8
31 27 8
31 28 8
31 29 8
31 30 8
31 31 8
31 32 8
31 33 8
31 34 8
31 35 8
31 36 8
31 37 8
31 38 6
31 39 6
31 40 6
31 41 6
31 42 6
31 43 6
31 44 6
31 45 6
31 46 6
31 47 6
31 48 6
31 49 6
31 50 6
31 51 6
31 52 6
31 53 6
31 54 6
31 55 6
31 56 6
31 57 6
31 58 6
31 59 6
31 60 6
31 61 6
31 62 6
31 63 6
31 64 6
31 65 6
31 66 6
31 67 7
31 68 4
31 69 4
31 70 4
31 71 4
31 72 4
31 73 4
31 74 4
31 75 4
31 76 4
31 77 4
31 78 4
31 79 4
31 80 4
31 81 4
31 82 4
31 83 4
31 84 4
31 85 4
31 86 4
31 87 4
31 88 4
31 89 4
32 0 4
32 1 4
32 2 4
32 3 4
32 4 4
32 5 4
32 6 10
32 7 10
32 8 10
32 9 10
32 10 10
32 11 10
32 12 10
32 13 10
32 14 8
32 15 8
32 16 8
32 17 8
32 18 8
32 19 8
32 20 8
32 21 8
32 22 8
32 23 8
32 24 8
32 25 8
32 26 8
32 27 8
32 28 8
32 29 8
32 30 8
32 31 8
32 32 8
32 33 8
32 34 8
32 35 8
32 36 8
32 37 8
32 38 6
32 39 6
32 40 6
32 41 6
32 42 6
32 43 6
32 44 6
32 45 6
32 46 6
32 47 6
32 48 6
32 49 6
32 50 6
32 51 6
32 52 6
32 53 6
32 54 6
32 55 6
32 56 6
32 57 6
32 58 6
32 59 6
32 60 6
32 61 6
32 62 6
32 63 6
32 64 6
32 65 6
32 66 6
32 67 4
32 68 4
32 69 4
32 70 4
32 71 4
32 72 4
32 73 4
32 74 4
32 75 4
32 76 4
32 77 4
32 78 4
32 79 4
32 80 4
32 81 4
32 82 4
32 83 4
32 84 4
32 85 4
32 86 4
32 87 4
32 88 4
32 89 4
33 0 4
33 1 4
33 2 4
33 3 4
33 4 4
33 5 10
33 6 10
33 7 10
33 8 10
33 9 10
33 10 10
33 11 10
33 12 10
33 13 10
33 14 10
33 15 8
33 16 8
33 17 8
33 18 8
33 19 8
33 20 8
33 21 8
33 22 8
33 23 8
33 24 8
33 25 8
33 26 8
33 27 8
33 28 8
33 29 8
33 30 8
33 31 8
33 32 8
33 33 8
33 34 8
33 35 8
33 36 8
33 37 8
33 38 8
33 39 6
33 40 6
33 41 6
33 42 6
33 43 6
33 44 6
33 45 6
33 46 6
33 47 6
33 48 6
33 49 6
33 50 6
33 51 6
33 52 6
33 53 6
33 54 6
33 55 6
33 56 6
33 57 6
33 58 6
33 59 6
33 60 6
33 61 6
33 62 6
33 63 6
33 64 6
33 65 6
33 66 6
33 67 4
33 68 4
33 69 4
33 70 4
33 71 4
33 72 4
33 73 4
33 74 4
33 75 4
33 76 4
33 77 4
33 78 4
33 79 4
33 80 4
33 81 4
33 82 4
33 83 4
33 84 4
33 85 4
33 86 4
33 87 4
33 88 4
33 89 4
34 0 4
34 1 4
34 2 4
34 3 4
34 4 10
34 5 10
34 6 10
34 7 10
34 8 10
34 9 10
34 10 10
34 11 10
34 12 10
34 13 10
34 14 10
34 15 10
34 16 8
34 17 8
34 18 8
34 19 8
34 20 8
34 21 8
34 22 8
34 23 8
34 24 8
34 25 8
34 26 8
34 27 8
34 28 8
34 29 8
34 30 8
34 31 8
34 32 8
34 33 8
34 34 8
34 35 8
34 36 8
34 37 8
34 38 8
34 39 8
34 40 6
34 41 6
34 42 6
34 43 6
34 44 6
34 45 6
34 46 6
34 47 6
34 48 6
34 49 6
34 50 6
34 51 6
34 52 6
34 53 6
34 54 6
34 55 6
34 56 6
34 57 6
34 58 6
34 59 6
34 60 6
34 61 6
34 62 6
34 63 6
34 64 6
34 65 6
34 66 6
34 67 4
34 68 4
34 69 4
34 70 4
34 71 4
34 72 4
34 73 4
34 74 4
34 75 4
34 76 4
34 77 4
34 78 4
34 79 4
34 80 4
34 81 4
34 82 4
34 83 4
34 84 4
34 85 4
34 86 4
34 87 4
34 88 4
34 89 4
35 0 4
35 1 4
35 2 4
35 3 10
35 4 10
35 5 10
35 6 10
35 7 10
35 8 10
35 9 10
35 10 10
35 11 10
35 12 10
35 13 10
35 14 10
35 15 10
35 16 8
35 17 8
35 18 8
35 19 8
35 20 8
35 21 8
35 22 8
35 23 8
35 24 8
35 25 8
35 26 8
35 27 8
35 28 8
35 29 8
35 30 8
35 31 8
35 32 8
35 33 8
35 34 8
35 35 8
35 36 8
35 37 8
35 38 8
35 39 8
35 40 8
35 41 6
35 42 6
35 43 6
35 44 6
35 45 6
35 46 6
35 47 6
35 48 6
35 49 6
35 50 6
35 51 6
35 52 6
35 53 6
35 54 6
35 55 6
35 56 6
35 57 6
35 58 6
35 59 6
35 60 6
35 61 6
35 62 6
35 63 6
35 64 6
35 65 6
35 66 6
35 67 4
35 68 4
35 69 4
35 70 4
35 71 4
35 72 4
35 73 4
35 74 4
35 75 4
35 76 4
35 77 4
35 78 4
35 79 4
35 80 4
35 81 4
35 82 4
35 83 4
35 84 4
35 85 4
35 86 4
35 87 4
35 88 4
35 89 4
36 0 4
36 1 4
36 2 10
36 3 10
36 4 10
36 5 10
36 6 10
36 7 10
36 8 10
36 9 10
36 10 10
36 11 10
36 12 10
36 13 10
36 14 10
36 15 10
36 16 8
36 17 8
36 18 8
36 19 8
36 20 8
36 21 8
36 22 8
36 23 8
36 24 8
36 25 8
36 26 8
36 27 8
36 28 8
36 29 8
36 30 8
36 31 8
36 32 8
36 33 8
36 34 8
36 35 8
36 36 8
36 37 8
36 38 8
36 39 8
36 40 8
36 41 8
36 42 6
36 43 6
36 44 6
36 45 6
36 46 6
36 47 6
36 48 6
36 49 6
36 50 6
36 51 6
36 52 6
36 53 6
36 54 6
36 55 6
36 56 6
36 57 6
36 58 6
36 59 6
36 60 6
36 61 6
36 62 6
36 63 6
36 64 6
36 65 6
36 66 6
36 67 4
36 68 4
36 69 4
36 70 4
36 71 4
36 72 4
36 73 4
36 74 4
36 75 4
36 76 4
36 77 4
36 78 4
36 79 4
36 80 4
36 81 4
36 82 4
36 83 4
36 84 4
36 85 4
36 86 4
36 87 4
36 88 4
36 89 4
37 0 4
37 1 10
37 2 10
37 3 10
37 4 10
37 5 10
37 6 10
37 7 10
37 8 10
37 9 10
37 10 10
37 11 10
37 12 10
37 13 10
37 14 10
37 15 10
37 16 8
37 17 8
37 18 8
37 19 8
37 20 8
37 21 8
37 22 8
37 23 8
37 24 8
37 25 8
37 26 8
37 27 8
37 28 8
37 29 8
37 30 8
37 31 8
37 32 8
37 33 8
37 34 8
37 35 8
37 36 8
37 37 8
37 38 8
37 39 8
37 40 8
37 41 8
37 42 8
37 43 6
37 44 6
37 45 6
37 46 6
37 47 6
37 48 6
37 49 6
37 50 6
37 51 6
37 52 6
37 53 6
37 54 6
37 55 6
37 56 6
37 57 6
37 58 6
37 59 6
37 60 6
37 61 6
37 62 6
37 63 6
37 64 6
37 65 6
37 66 4
37 67 4
37 68 4
37 69 4
37 70 4
37 71 4
37 72 4
37 73 4
37 74 4
37 75 4
37 76 4
37 77 4
37 78 4
37 79 4
37 80 4
37 81 4
37 82 4
37 83 4
37 84 4
37 85 4
37 86 4
37 87 4
37 88 4
37 89 4
38 0 4
38 1 10
38 2 10
38 3 10
38 4 10
38 5 10
38 6 10
38 7 10
38 8 10
38 9 10
38 10 10
38 11 10
38 12 10
38 13 10
38 14 10
38 15 10
38 16 8
38 17 8
38 18 8
38 19 8
38 20 8
38 21 8
38 22 8
38 23 8
38 24 8
38 25 8
38 26 8
38 27 8
38 28 8
38 29 8
38 30 8
38 31 8
38 32 8
38 33 8
38 34 8
38 35 8
38 36 8
38 37 8
38 38 8
38 39 8
38 40 8
38 41 8
38 42 8
38 43 8
38 44 6
38 45 6
38 46 6
38 47 6
38 48 6
38 49 6
38 50 6
38 51 6
38 52 6
38 53 6
38 54 6
38 55 6
38 56 6
38 57 6
38 58 6
38 59 6
38 60 6
38 61 6
38 62 6
38 63 6
38 64 6
38 65 4
38 66 4
38 67 4
38 68 4
38 69 4
38 70 4
38 71 4
38 72 4
38 73 4
38 74 4
38 75 4
38 76 4
38 77 4
38 78 4
38 79 4
38 80 4
38 81 4
38 82 4
38 83 4
38 84 4
38 85 4
38 86 4
38 87 4
38 88 4
38 89 4
39 0 4
39 1 10
39 2 10
39 3 10
39 4 10
39 5 10
39 6 10
39 7 10
39 8 10
39 9 10
39 10 10
39 11 10
39 12 10
39 13 10
39 14 10
39 15 10
39 16 8
39 17 8
39 18 8
39 19 8
39 20 8
39 21 8
39 22 8
39 23 8
39 24 8
39 25 8
39 26 8
39 27 8
39 28 8
39 29 8
39 30 8
39 31 8
39 32 8
39 33 8
39 34 8
39 35 8
39 36 8
39 37 8
39 38 8
39 39 8
39 40 8
39 41 8
39 42 8
39 43 8
39 44 8
39 45 6
39 46 6
39 47 6
39 48 6
39 49 6
39 50 6
39 51 6
39 52 6
39 53 6
39 54 6
39 55 6
39 56 6
39 57 6
39 58 6
39 59 6
39 60 6
39 61 6
39 62 6
39 63 6
39 64 4
39 65 4
39 66 4
39 67 4
39 68 4
39 69 4
39 70 4
39 71 4
39 72 4
39 73 4
39 74 4
39 75 4
39 76 4
39 77 4
39 78 4
39 79 4
39 80 4
39 81 4
39 82 4
39 83 4
39 84 4
39 85 4
39 86 4
39 87 4
39 88 4
39 89 4
40 0 4
40 1 10
40 2 10
40 3 10
40 4 10
40 5 10
40 6 10
40 7 10
40 8 10
40 9 10
40 10 10
40 11 10
40 12 10
40 13 10
40 14 10
40 15 10
40 16 8
40 17 8
40 18 8
40 19 8
40 20 8
40 21 8
40 22 8
40 23 8
40 24 8
40 25 8
40 26 8
40 27 8
40 28 8
40 29 8
40 30 8
40 31 8
40 32 8
40 33 8
40 34 8
40 35 8
40 36 8
40 37 8
40 38 8
40 39 8
40 40 8
40 41 8
40 42 8
40 43 8
40 44 8
40 45 8
40 46 6
40 47 6
40 48 6
40 49 6
40 50 6
40 51 6
40 52 6
40 53 6
40 54 6
40 55 6
40 56 6
40 57 6
40 58 6
40 59 6
40 60 6
40 61 6
40 62 6
40 63 4
40 64 4
40 65 4
40 66 4
40 67 4
40 68 4
40 69 4
40 70 4
40 71 4
40 72 4
40 73 4
40 74 4
40 75 4
40 76 4
40 77 4
40 78 4
40 79 4
40 80 4
40 81 4
40 82 4
40 83 4
40 84 4
40 85 4
40 86 4
40 87 4
40 88 4
40 89 4
41 0 10
41 1 10
41 2 10
41 3 10
41 4 10
41 5 10
41 6 10
41 7 10
41 8 10
41 9 10
41 10 10
41 11 10
41 12 10
41 13 10
41 14 10
41 15 10
41 16 8
41 17 8
41 18 8
41 19 8
41 20 8
41 21 8
41 22 8
41 23 8
41 24 8
41 25 8
41 26 8
41 27 8
41 28 8
41 29 8
41 30 8
41 31 8
41 32 8
41 33 8
41 34 8
41 35 8
41 36 8
41 37 8
41 38 8
41 39 8
41 40 8
41 41 8
41 42 8
41 43 8
41 44 8
41 45 8
41 46 8
41 47 6
41 48 6
41 49 6
41 50 6
41 51 6
41 52 6
41 53 6
41 54 6
41 55 6
41 56 6
41 57 6
41 58 6
41 59 6
41 60 6
41 61 6
41 62 4
41 63 4
41 64 4
41 65 4
41 66 4
41 67 4
41 68 4
41 69 4
41 70 4
41 71 4
41 72 4
41 73 4
41 74 4
41 75 4
41 76 4
41 77 4
41 78 4
41 79 4
41 80 4
41 81 4
41 82 4
41 83 4
41 84 4
41 85 4
41 86 4
41 87 4
41 88 4
41 89 4
42 0 10
42 1 10
42 2 10
42 3 10
42 4 10
42 5 10
42 6 10
42 7 10
42 8 10
42 9 10
42 10 10
42 11 10
42 12 10
42 13 10
42 14 10
42 15 10
42 16 8
42 17 8
42 18 8
42 19 8
42 20 8
42 21 8
42 22 8
42 23 8
42 24 8
42 25 8
42 26 8
42 27 8
42 28 8
42 29 8
42 30 8
42 31 8
42 32 8
42 33 8
42 34 8
42 35 8
42 36 8
42 37 8
42 38 8
42 39 8
42 40 8
42 41 8
42 42 8
42 43 8
42 44 8
42 45 8
42 46 8
42 47 1
42 48 1
42 49 1
42 50 1
42 51 1
42 52 1
42 53 1
42 54 1
42 55 1
42 56 1
42 57 1
42 58 1
42 59 1
42 60 1
42 61 1
42 62 1
42 63 4
42 64 4
42 65 4
42 66 4
42 67 4
42 68 4
42 69 4
42 70 4
42 71 4
42 72 4
42 73 4
42 74 4
42 75 4
42 76 4
42 77 4
42 78 4
42 79 4
42 80 4
42 81 4
42 82 4
42 83 4
42 84 4
42 85 4
42 86 4
42 87 4
42 88 4
42 89 10
43 0 10
43 1 10
43 2 10
43 3 10
43 4 10
43 5 10
43 6 10
43 7 10
43 8 10
43 9 10
43 10 10
43 11 10
43 12 10
43 13 10
43 14 10
43 15 10
43 16 8
43 17 8
43 18 8
43 19 8
43 20 8
43 21 8
43 22 8
43 23 8
43 24 8
43 25 8
43 26 8
43 27 8
43 28 8
43 29 8
43 30 8
43 31 8
43 32 8
43 33 8
43 34 8
43 35 8
43 36 8
43 37 8
43 38 8
43 39 8
43 40 8
43 41 8
43 42 8
43 43 8
43 44 8
43 45 8
43 46 1
43 47 1
43 48 1
43 49 1
43 50 1
43 51 1
43 52 1
43 53 1
43 54 1
43 55 1
43 56 1
43 57 1
43 58 1
43 59 1
43 60 1
43 61 1
43 62 1
43 63 1
43 64 4
43 65 4
43 66 4
43 67 4
43 68 4
43 69 4
43 70 4
43 71 4
43 72 4
43 73 4
43 74 4
43 75 4
43 76 4
43 77 4
43 78 4
43 79 4
43 80 4
43 81 4
43 82 4
43 83 4
43 84 4
43 85 4
43 86 4
43 87 4
43 88 10
43 89 10
44 0 10
44 1 10
44 2 10
44 3 10
44 4 10
44 5 10
44 6 10
44 7 10
44 8 10
44 9 10
44 10 10
44 11 10
44 12 10
44 13 10
44 14 10
44 15 10
44 16 10
44 17 8
44 18 8
44 19 8
44 20 8
44 21 8
44 22 8
44 23 8
44 24 8
44 25 8
44 26 8
44 27 8
44 28 8
44 29 8
44 30 8
44 31 8
44 32 8
44 33 8
44 34 8
44 35 8
44 36 8
44 37 8
44 38 8
44 39 8
44 40 8
44 41 8
44 42 8
44 43 8
44 44 8
44 45 1
44 46 1
44 47 1
44 48 1
44 49 1
44 50 1
44 51 1
44 52 1
44 53 1
44 54 1
44 55 1
44 56 1
44 57 1
44 58 1
44 59 1
44 60 1
44 61 1
44 62 1
44 63 1
44 64 4
44 65 4
44 66 4
44 67 4
44 68 4
44 69 4
44 70 4
44 71 4
44 72 4
44 73 4
44 74 4
44 75 4
44 76 4
44 77 4
44 78 4
44 79 4
44 80 4
44 81 4
44 82 4
44 83 4
44 84 4
44 85 4
44 86 4
44 87 10
44 88 10
44 89 10
45 0 10
45 1 10
45 2 10
45 3 10
45 4 10
45 5 10
45 6 10
45 7 10
45 8 10
45 9 10
45 10 10
45 11 10
45 12 10
45 13 10
45 14 10
45 15 10
45 16 10
45 17 10
45 18 8
45 19 8
45 20 8
45 21 8
45 22 8
45 23 8
45 24 8
45 25 8
45 26 8
45 27 8
45 28 8
45 29 8
45 30 8
45 31 8
45 32 8
45 33 8
45 34 8
45 35 8
45 36 8
45 37 8
45 38 8
45 39 8
45 40 8
45 41 8
45 42 8
45 43 8
45 44 1
45 45 1
45 46 1
45 47 1
45 48 1
45 49 1
45 50 1
45 51 1
45 52 1
45 53 1
45 54 1
45 55 1
45 56 1
45 57 1
45 58 1
45 59 1
45 60 1
45 61 1
45 62 1
45 63 1
45 64 4
45 65 4
45 66 4
45 67 4
45 68 4
45 69 4
45 70 4
45 71 4
45 72 4
45 73 4
45 74 4
45 75 4
45 76 4
45 77 4
45 78 4
45 79 4
45 80 4
45 81 4
45 82 4
45 83 4
45 84 4
45 85 4
45 86 10
45 87 10
45 88 10
45 89 10
46 0 10
46 1 10
46 2 10
46 3 10
46 4 10
46 5 10
46 6 10
46 7 10
46 8 10
46 9 10
46 10 10
46 11 10
46 12 10
46 13 10
46 14 10
46 15 10
46 16 10
46 17 10
46 18 10
46 19 8
46 20 8
46 21 8
46 22 8
46 23 8
46 24 8
46 25 8
46 26 8
46 27 8
46 28 8
46 29 8
46 30 8
46 31 8
46 32 8
46 33 8
46 34 8
46 35 8
46 36 8
46 37 8
46 38 8
46 39 8
46 40 8
46 41 8
46 42 8
46 43 1
46 44 1
46 45 1
46 46 1
46 47 1
46 48 1
46 49 1
46 50 1
46 51 1
46 52 1
46 53 1
46 54 1
46 55 1
46 56 1
46 57 1
46 58 1
46 59 1
46 60 1
46 61 1
46 62 1
46 63 1
46 64 4
46 65 4
46 66 4
46 67 4
46 68 4
46 69 4
46 70 4
46 71 4
46 72 4
46 73 4
46 74 4
46 75 4
46 76 4
46 77 4
46 78 4
46 79 4
46 80 4
46 81 4
46 82 4
46 83 4
46 84 4
46 85 10
46 86 10
46 87 10
46 88 10
46 89 10
47 0 10
47 1 10
47 2 10
47 3 10
47 4 10
47 5 10
47 6 10
47 7 10
47 8 10
47 9 10
47 10 10
47 11 10
47 12 10
47 13 10
47 14 10
47 15 10
47 16 10
47 17 10
47 18 10
47 19 10
47 20 8
47 21 8
47 22 8
47 23 8
47 24 8
47 25 8
47 26 8
47 27 8
47 28 8
47 29 8
47 30 8
47 31 8
47 32 8
47 33 8
47 34 8
47 35 8
47 36 8
47 37 8
47 38 8
47 39 8
47 40 8
47 41 8
47 42 1
47 43 1
47 44 1
47 45 1
47 46 1
47 47 1
47 48 1
47 49 1
47 50 1
47 51 1
47 52 1
47 53 1
47 54 1
47 55 1
47 56 1
47 57 1
47 58 1
47 59 1
47 60 1
47 61 1
47 62 1
47 63 1
47 64 4
47 65 4
47 66 4
47 67 4
47 68 4
47 69 4
47 70 4
47 71 4
47 72 4
47 73 4
47 74 4
47 75 4
47 76 4
47 77 4
47 78 4
47 79 4
47 80 4
47 81 4
47 82 4
47 83 4
47 84 10
47 85 10
47 86 10
47 87 10
47 88 10
47 89 10
48 0 10
48 1 10
48 2 10
48 3 10
48 4 10
48 5 10
48 6 10
48 7 10
48 8 10
48 9 10
48 10 10
48 11 10
48 12 10
48 13 10
48 14 10
48 15 10
48 16 10
48 17 10
48 18 10
48 19 10
48 20 10
48 21 8
48 22 8
48 23 8
48 24 8
48 25 8
48 26 8
48 27 8
48 28 8
48 29 8
48 30 8
48 31 8
48 32 8
48 33 8
48 34 8
48 35 8
48 36 8
48 37 8
48 38 8
48 39 8
48 40 1
48 41 1
48 42 1
48 43 1
48 44 1
48 45 1
48 46 1
48 47 1
48 48 1
48 49 1
48 50 1
48 51 1
48 52 1
48 53 1
48 54 1
48 55 1
48 56 1
48 57 1
48 58 1
48 59 1
48 60 1
48 61 1
48 62 1
48 63 1
48 64 4
48 65 4
48 66 4
48 67 4
48 68 4
48 69 4
48 70 4
48 71 4
48 72 4
48 73 4
48 74 4
48 75 4
48 76 4
48 77 4
48 78 4
48 79 4
48 80 4
48 81 4
48 82 4
48 83 10
48 84 10
48 85 10
48 86 10
48 87 10
48 88 10
48 89 10
49 0 10
49 1 10
49 2 10
49 3 10
49 4 10
49 5 10
49 6 10
49 7 10
49 8 10
49 9 10
49 10 10
49 11 10
49 12 10
49 13 10
49 14 10
49 15 10
49 16 10
49 17 10
49 18 10
49 19 10
49 20 10
49 21 10
49 22 8
49 23 8
49 24 8
49 25 8
49 26 8
49 27 8
49 28 8
49 29 1
49 30 1
49 31 1
49 32 1
49 33 1
49 34 1
49 35 1
49 36 1
49 37 1
49 38 1
49 39 1
49 40 1
49 41 1
49 42 1
49 43 1
49 44 1
49 45 1
49 46 1
49 47 1
49 48 1
49 49 1
49 50 1
49 51 1
49 52 1
49 53 1
49 54 1
49 55 1
49 56 1
49 57 1
49 58 1
49 59 1
49 60 1
49 61 1
49 62 1
49 63 1
49 64 4
49 65 4
49 66 4
49 67 4
49 68 4
49 69 4
49 70 4
49 71 4
49 72 4
49 73 4
49 74 4
49 75 4
49 76 4
49 77 4
49 78 4
49 79 4
49 80 4
49 81 4
49 82 10
49 83 10
49 84 10
49 85 10
49 86 10
49 87 10
49 88 10
49 89 10
50 0 10
50 1 10
50 2 10
50 3 10
50 4 10
50 5 10
50 6 10
50 7 10
50 8 10
50 9 10
50 10 10
50 11 10
50 12 10
50 13 10
50 14 10
50 15 10
50 16 10
50 17 10
50 18 10
50 19 10
50 20 10
50 21 10
50 22 10
50 23 8
50 24 8
50 25 8
50 26 8
50 27 8
50 28 1
50 29 1
50 30 1
50 31 1
50 32 1
50 33 1
50 34 1
50 35 1
50 36 1
50 37 1
50 38 1
50 39 1
50 40 1
50 41 1
50 42 1
50 43 1
50 44 1
50 45 1
50 46 1
50 47 1
50 48 1
50 49 1
50 50 1
50 51 1
50 52 1
50 53 1
50 54 1
50 55 1
50 56 1
50 57 1
50 58 1
50 59 1
50 60 1
50 61 1
50 62 1
50 63 1
50 64 4
50 65 4
50 66 4
50 67 4
50 68 4
50 69 4
50 70 4
50 71 4
50 72 4
50 73 4
50 74 4
50 75 4
50 76 4
50 77 4
50 78 4
50 79 4
50 80 4
50 81 10
50 82 10
50 83 10
50 84 10
50 85 10
50 86 10
50 87 10
50 88 10
50 89 10
51 0 10
51 1 10
51 2 10
51 3 10
51 4 10
51 5 10
51 6 10
51 7 10
51 8 10
51 9 10
51 10 10
51 11 10
51 12 10
51 13 10
51 14 10
51 15 10
51 16 10
51 17 10
51 18 10
51 19 10
51 20 10
51 21 10
51 22 10
51 23 10
51 24 8
51 25 8
51 26 8
51 27 1
51 28 1
51 29 1
51 30 1
51 31 1
51 32 1
51 33 1
51 34 1
51 35 1
51 36 1
51 37 1
51 38 1
51 39 1
51 40 1
51 41 1
51 42 1
51 43 1
51 44 1
51 45 1
51 46 1
51 47 1
51 48 1
51 49 1
51 50 1
51 51 1
51 52 1
51 53 1
51 54 1
51 55 1
51 56 1
51 57 1
51 58 1
51 59 1
51 60 1
51 61 1
51 62 1
51 63 1
51 64 4
51 65 4
51 66 4
51 67 4
51 68 4
51 69 4
51 70 4
51 71 4
51 72 4
51 73 4
